country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,Wine Year
US,"This El Dorado wine opens with aromas of sweet floral jasmine and is very pretty through and through. Its acidity sings perfectly through the middle of the wine, lifting the flavors of apple and dried apricot as well as the notes of lemon and lime on the finish. This should pair with a range of midweek dinners.",Battonage,87,18,California,El Dorado,Sierra Foothills,Virginie Boone,@vboone,Lava Cap 2010 Battonage Chardonnay (El Dorado),Chardonnay,Lava Cap,2010
US,"This wine has the variety's trademark notes of herb, green bell pepper, with a woodsy qulaity. This is a full-bodied effort, bearing a long, spicy finish.",Babcock Vineyard,87,30,California,Suisun Valley,North Coast,Virginie Boone,@vboone,MICA Cellars 2009 Babcock Vineyard Cabernet Franc (Suisun Valley),Cabernet Franc,MICA Cellars,2009
US,A Verdelho with a taste of nuts‰ÛÓlike Marcona almonds‰ÛÓit gets more fruity and aromatic after a good swirl. This is marked by a tangy sweetness on the finish.,Silvaspoons Vineyard,87,15,California,Lodi,Central Valley,Virginie Boone,@vboone,Fenestra 2010 Silvaspoons Vineyard Verdelho (Lodi),Verdelho,Fenestra,2010
US,"Medium bodied, this sharply defined wine brings in plenty of notes of herb, root and earth around its light berry fruit. It captures the defining flavors of Wahluke Slope Syrah in a somewhat muted style, reflecting the abbreviated growing season.",Clifton Vineyard,87,28,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwineåÊ,Camaraderie 2009 Clifton Vineyard Syrah (Wahluke Slope),Syrah,Camaraderie,2009
US,"This would be a straightforward Bordeaux red blend if not for the 5% Petite Sirah within. Together, it's 74% Cabernet Sauvignon, 12% Merlot, 7% Cabernet Franc and 2% Malbec as well, sourced from Howell Mountain and valley floor sites. Dusty and herbal, the wine is thick and sizably tannic, with dense black fruit, leather and coffee.",Quantum,91,65,California,Napa Valley,Napa,Virginie Boone,@vboone,Beringer 2014 Quantum Red (Napa Valley),Red Blend,Beringer,2014
US,"Flint and smoke aromas show strongly on this bottling, alongside hints of lemon balm and a rustic apple cider vinegar savory kick. Tangy smoked tangerine flavors show on the energized sip, where a unique sandalwood smoky quality plays with more cider-like tang.",Coastview Vineyard,91,48,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Big Basin 2014 Coastview Vineyard Chardonnay (Monterey County),Chardonnay,Big Basin,2014
US,"Big tannins support the layers of extracted, concentrated fruit that leans red into cherry, cassis and currant. Char and vanilla speak for the oak.",El Adobo Ranch Vineyard,91,90,California,Chiles Valley,Napa,Virginie Boone,@vboone,Conn Creek 2013 El Adobo Ranch Vineyard Cabernet Sauvignon (Chiles Valley),Cabernet Sauvignon,Conn Creek,2013
US,"Delicate in cranberry and strawberry, this wine is highlighted in uplifted acidity and plenty of length and breadth within its medium-bodied structure. A pleasing streak of cardamom is consistent throughout, as accents of forest floor and cola figure in.",Silver Eagle Vineyard,91,75,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,D.R. Stephens 2014 Silver Eagle Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,D.R. Stephens,2014
US,"This is a relatively thick and dense wine, grippy in tannin and oak at first, youthful and desiring of time and air. Beyond its strength, its shows the beginnings of delicacy and grace, commingling raspberry with clove and tea.",Soul Patch Estate Grown,91,55,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Davis Family 2014 Soul Patch Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,Davis Family,2014
US,"This is a soft, smooth and earthy wine, still unraveling from its youth, that's crisp and fresh in acidity. Chewy still in texture, it offers a glorious celebration of red cherry, rhubarb, tea and clove.",Starr Ridge Vineyard,91,55,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Davis Family 2014 Starr Ridge Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Davis Family,2014
US,"Deliciously fruity but also well-structured, this full-bodied wine has excellent concentration and good balance. Effusive aromas of blueberry and black cherry lead to opulent but not overripe berry flavors that are lightly accented by clove and cinnamon nuances.",The Brat,91,36,California,Calaveras County,Sierra Foothills,Jim Gordon,@gordone_cellars,Prospect 772 2014 The Brat Grenache (Calaveras County),Grenache,Prospect 772,2014
US,"Bob Lindquist is almost certainly the only vintner in America that is drying Marsanne on straw mats to make a dessert wine. The result is aromas of Asian pear, white peach, baked apple and baking spice, more fresh rather than sweet. It is viscous on the sip, and the sweetness steadily grows on the palate, offering cotton candy flavors. Fascinating stuff.",Doux Sawyer Lindquist Vineyard,91,35,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,QupÌ© 2013 Doux Sawyer Lindquist Vineyard Marsanne (Edna Valley),Marsanne,QupÌ©,2013
US,"This is a delicate yet flavorful take on this grape, from a biodynamic, cool-climate vineyard. Light red plum and hibiscus aromas meet with sweet herbs and cinnamon spice on the nose. The lithe palate offers candied strawberry with thyme, anise and touches of garden herbs, with that red fruit flavor carrying deep into the finish. Would pair great with spicy food.",Sawyer Lindquist Vineyard,91,35,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,QupÌ© 2013 Sawyer Lindquist Vineyard Grenache (Edna Valley),Grenache,QupÌ©,2013
US,"The Sims is amped up in 2014, dark and thick and showing a roasted character. Mocha, black tea and Kahlua flavors push the palate into a gritty charred mode. It's delicious, liquorous, and suitable for smoky ribs or a juicy burger. Drink now through 2020.",Sims Vineyard,91,55,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Rex Hill 2014 Sims Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill,2014
US,"There's a whiff of volatility upon opening, then a rush of bright, tangy orange and cherry fruit. The 20% new oak aging does not really come through in scent or flavor. Though not in any way effervescent, this young release carries an impression of carbonation in the finish. Give it another year or two of bottle age and drink after 2019.",Steve's Reserve,91,65,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Ruby 2015 Steve's Reserve Pinot Noir (Chehalem Mountains),Pinot Noir,Ruby,2015
US,"Wood spice, cherry and herb aromas are followed by luscious cherry flavors. It keeps you coming back for more with a high yum factor.",Wallula,91,35,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Structure 2014 Wallula Syrah (Horse Heaven Hills),Syrah,Structure,2014
US,"There's an expert balance between lightly melted butter, pithy Meyer lemon and toasted marcona almond on the nose of this bottling from the region's iconic vineyard. The palate is wound up tightly, offering good grip and lots of textural length while showing flavors of chamomile, saffron, sea salt and more Meyer lemon rinds.",Rincon Vineyard,91,49,California,Arroyo Grande Valley,Central Coast,Matt Kettmann,@mattkettmann,Testarossa 2015 Rincon Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Testarossa,2015
US,"Just 8% of this reserve spent time in new oak, putting the emphasis on juicy jammy flavors of cranberry fruit. It rolls into sour cherry, some citrus and a most refreshing, clean and vivid mouthfeel. Drink now and into the mid-2020s.",Prince Hill Vineyard Reserve,91,55,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Tumwater 2014 Prince Hill Vineyard Reserve Pinot Noir (Dundee Hills),Pinot Noir,Tumwater,2014
US,"From the sought-after site on Westside Road, this wine delivers a nuanced, elegant expression of juicy red cherry, plum, pomegranate and light, compelling spice. With a depth of body and soft, integrated tannin, it's complex without being overpowering, finishing in a mix of sautÌ©ed mushroom and forest floor.",Bucher Vineyard,91,45,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Joseph Jewell 2014 Bucher Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Joseph Jewell,2014
US,"One of a crop of new Oregon sparklers, this was barrel fermented with native yeast and aged for 56 months prior to disgorging. Fine tiny bubbles and a fresh, yeasty aroma introduce the wine, which has excellent concentration. Green apple and green banana, a touch of cucumber and a nice toasty frame all combine gracefully. The odds are that this will continue to improve in bottle for another five years at least.",Blanc de Noir,91,50,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwineåÊ,Le Cadeau 2011 Blanc de Noir Sparkling (Oregon),Sparkling Blend,Le Cadeau,2011
US,"Scott Shull (Raptor Ridge) consults here. This brings a blend of clones from the estate vineyard, with ample new wood still showing through. Black fruits and a vein of coffee are also in the mix, with a balanced, somewhat muscular mouthfeel. This has the strength to stand up to a lightly blackened grilled seafood filet.",DiversitÌ©,91,50,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Le Cadeau 2015 DiversitÌ© Pinot Noir (Willamette Valley),Pinot Noir,Le Cadeau,2015
US,"Slightly liquorous when first opened, this pushes the alcohol up towards a place where some of the nuances are lost. But it has plenty of flavor, power and punch. Black coffee, black cherry, black olive and black licorice are entwined here, with some heat in the follow-through. Give it a good decanting and it will start to smooth out.",Ìäquinoxe,91,50,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Le Cadeau 2015 Ìäquinoxe Pinot Noir (Willamette Valley),Pinot Noir,Le Cadeau,2015
US,"Black plum, charred wood, coffee syrup and cracked black pepper show on the excellently bright nose of this bottling. The flavors are equally intriguing, with umami touches of charred beef along with rosemary, bay leaf, olie and more black pepper.",Di Domenico,91,38,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Le Vigne 2014 Di Domenico Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Le Vigne,2014
US,"This is sourced from 30-year-old WÌ_denswil vines from a vineyard in the Elkton AVA. It's complex and compelling, showing layers of stone, strawberry, citrus, chocolate and sassafras. It's an elegant wine, well proportioned and modest in scope, but delicious.",Bradley Vineyard,91,45,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwineåÊ,Paul O'Brien 2014 Bradley Vineyard Pinot Noir (Umpqua Valley),Pinot Noir,Paul O'Brien,2014
US,"Bright pomegranate and dried strawberry notes start the aromas on this bottling and then descend into more brooding cola, smoked herbs, cinnamon and spicy hibiscus. There is herbal and mineral depth to the palate, with raspberry, cranberry and pencil lead flavors that evolve toward fruit punch, thyme and earth. It's light in body but full of grippy texture.",Twin Creeks Estate,93,42,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Claiborne & Churchill 2014 Twin Creeks Estate Pinot Noir (Edna Valley),Pinot Noir,Claiborne & Churchill,2014
US,"A touch of earthy funk shows at first on the nose of this bottling, laced throughout the dark cranberry, pomegranate, crushed grapeseeds and a lavish layer of violets. The palate is heavily spiced with clove, gingerbread, a touch of juniper, lots of earthy sagebrush and a strong cranberry fruit, all seasoned by an iron-powered minerality.",Bien Nacido Vineyard,93,60,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Flying Goat Cellars 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Flying Goat Cellars,2012
US,"From one of the more exciting and westernmost vineyards in the region, this bottling shows earthy, gamey aromas alongside ripe red and purple fruits, pairing plum and black cherry with minty, musky herbs. The palate shows dried olive, tart orange peels, red plums, baked figs and pine needles, proving deliciously savory and intense.",Solomon Hills Vineyard,93,42,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Flying Goat Cellars 2012 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Flying Goat Cellars,2012
US,"Strong elements of black pepper and smoky oak beg for steak to be paired with this 100% varietal wine. It showcases sizable weight and a solid tannic structure, with supple expressions of black cherry and chocolate that linger long on the rich finish. This bold beauty should hold well through 2023.",CaÌ±on Creek Vineyard,93,75,California,Napa Valley,Napa,Virginie Boone,@vboone,Midsummer Cellars 2013 CaÌ±on Creek Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Midsummer Cellars,2013
US,"From Paso's blending vanguards, this mix of 62% Syrah, 19% Petite Sirah, 13% Cabernet Sauvignon and 6% Malbec offers an intriguing nose of sesame, soy, cracked pepper, fresh blackberry and raw beef. There is cedar and toasted pine on the palate as well as smoked meats, black pepper, teriyaki and an elderberry-blackberry base.",Reckoning,93,54,California,Templeton Gap District,Central Coast,Matt Kettmann,@mattkettmann,ONX 2013 Reckoning Red (Templeton Gap District),Red Blend,ONX,2013
US,"This is a gorgeous wine, blended with 8% Merlot, 1% Petit Verdot and 1% Malbec, and aged entirely in new French oak. Juicy waves of cassis and red currant are accented by dark chocolate, ultimately showcasing a lush, plush yet structured palate. It's decadent now, but should age well through 2022.",Les Sommets,93,85,California,Napa Valley,Napa,Virginie Boone,@vboone,Les Belles Collines 2012 Les Sommets Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Les Belles Collines,2012
US,"Crisp green apple is the star in this well-made, balanced and elegant wine, that's tangy yet smooth, with a voluptuous tease of anise. Approachably structured, the complexity of the texture and lurking layers of further flavor suggest letting this wine open slowly to unveil its true self, and allowing it to linger on the palate.",Gap's Crown Vineyard,93,50,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Lutum 2014 Gap's Crown Vineyard Chardonnay (Sonoma Coast),Chardonnay,Lutum,2014
US,"Deep aromas of dried strawberries and blueberries meet with hot bricks, dried meats, purple flowers, a touch of smoke and secondary notes of truffle on the nose of this delicious smelling and tasting wine. The layers of flavor on the palate range from black cherry to milk chocolate, framed by chalky tannins.",Stolpman Vineyard,93,150,California,Ballard Canyon,Central Coast,Matt Kettmann,@mattkettmann,Turiya 2011 Stolpman Vineyard Sangiovese (Ballard Canyon),Sangiovese,Turiya,2011
US,"This is the producer's highest and most westerly vineyard site. It holds back from the start, still tightly wound and somewhat reduced on the nose. As it opens, ethereal layers of wild strawberry, green tea and lacings of herb and white pepper unveil to tremendous effect.",Thomas Road,93,85,California,Green Valley,Sonoma,Virginie Boone,@vboone,Iron Horse 2013 Thomas Road Pinot Noir (Green Valley),Pinot Noir,Iron Horse,2013
US,"The estate-grown grapes for this wine come from some of the appellation's highest-elevation sites, at the base of Mount Veeder. Natural acidity is the star of the show, a nice surprise after a decadent honeyed color and bouquet. Serious texture and complexity give way to a touch of salted caramel and peach.",Estate Reserve,93,35,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Artesa 2014 Estate Reserve Chardonnay (Carneros),Chardonnay,Artesa,2014
US,"From the gorgeous, mighty Pagani, planted in 1895, comes this powerfully rich and refined wine, a study in woodsy rusticity and layers of fig, blackberry and a stick of cinnamon. Full bodied and luxurious on the palate, a lithe jolt of acidity rears its head just before the finish, trying to compete with the licorice and leather. Drink now through 2020.",Pagani Ranch,93,46,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Carlisle 2013 Pagani Ranch Zinfandel (Sonoma Valley),Zinfandel,Carlisle,2013
US,"Winemaker Dennis Martin puts grape grower Stephen Miller's signature on this wine, a nod to the importance of this historic vineyard. The wine shows bright strawberry and raspberry with touch of savory wood smoke as well as hibiscus-laced pastry and a pinch of thyme. Earthy sagebrush and wild herb flavors frame the palate, where cooked cherries and cranberries are spiced by cardamom and dried ginger spice.",Bien Nacido Vineyard,93,40,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Sanctuary 2013 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Sanctuary,2013
US,"It's fun to rattle off a few of the numerous aromas and flavors in this exotic but subtle wine: tangerine, pastry cream, blanched almonds and a touch of honey. The wine is refreshing, dry and nicely braced with acidity, but at the same time rather broad and soothing in texture. In other words, beautifully balanced and wonderfully complex.",Enigma,93,25,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Terre Rouge 2014 Enigma White (Sierra Foothills),White Blend,Terre Rouge,2014
US,"This mostly Syrah blends in 6% Grenache, combining the two grapes from the property's estate into an opaque, juicy expression of black licorice, tar, cigar, grilled mushrooms atop a meaty steak and plenty of black pepper. Big and bold in every sense of the word, it retains just enough acidity to maintain an inviting nature and beguiling floral backbone.",Hail Mary,93,48,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Limerick Lane 2013 Hail Mary Syrah-Grenache (Russian River Valley),Syrah-Grenache,Limerick Lane,2013
US,"As the name makes clear, this wine is made from a head-pruned, older block of very unlikely Syrah at the estate property, as seductive as rare. Plum, black cherry, leather and black pepper jump from the glass, slowly and with purpose, around a core of burly tannin and intensely floral aromatics. This is a great wine.",Headpruned Block,93,45,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Limerick Lane 2013 Headpruned Block Syrah (Russian River Valley),Syrah,Limerick Lane,2013
US,"In the big, ripe and saturated school of winemaking, this wine has a deep color, oodles of black cherry and blackberry flavors and full body. It also has enough firm tannin and acidity to keep the structure lively and the finish fresh, so it's a lot of fun to drink and can take on all kinds of rich proteins at dinner.",Durell Vineyard,93,50,California,Sonoma Coast,Sonoma,Jim Gordon,@gordone_cellars,Loring Wine Company 2014 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Loring Wine Company,2014
US,"Plump black plums and concentrated hibiscus fruit meet with cola, sarsaparilla and tart dried orange rind on the nose of this bottling. The palate is more earth-driven, with crushed rocks, pine needle and mint flavors spicing up the tart plum skins and berries. The texture is excitingly grippy.",Rancho Santa Rosa Vineyard,93,48,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Flying Goat Cellars 2012 Rancho Santa Rosa Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Flying Goat Cellars,2012
US,"Spicy cracked peppercorns, light tar, fresh picked lavender and light purple fruits show on the savory nose of this bottling. More strong pepper notes show on the palate, as do tart elderberries, sesame, soy and hoisin elements, with a nice smoked meat character adding to the delicious complexity.",Fire Light,93,62,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Four Lanterns 2013 Fire Light Syrah (Paso Robles),Syrah,Four Lanterns,2013
US,"There's magic in this 65% Petit Verdot and 35% Sangiovese combination. This shows concentrated cherry and kirsch aromas, touches of shiitake and porcini mushrooms and plenty of turned, wet earth aromas. The palate, framed by chalky tannins, offers more mushrooms and truffles in a black cherry-chocolate gravy, proving quite luxurious and interesting at once.",Shapeshifter,93,100,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Turiya 2011 Shapeshifter Red (Central Coast),Red Blend,Turiya,2011
US,"Softened by 6% Merlot, this lovely concoction opens with a waft of smoky cigar box, becoming a bold, loud expression of the variety dotted in classic notes of cassis and cedar. A luxuriously velvety texture is the standout, though, supported by great structure and length.",If Six Was Nine Reserve,93,53,California,Napa Valley,Napa,Virginie Boone,@vboone,World's End 2013 If Six Was Nine Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,World's End,2013
US,"This is a lovely wine, classically rendered in cedar, herb and red cherry. The dried herb and forest floor elements persist on the palate, with bursts of acidity giving it life and lingering persistence, the tannins well-integrated.",Reserve,93,70,California,Howell Mountain,Napa,Virginie Boone,@vboone,W.H. Smith 2012 Reserve Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,W.H. Smith,2012
US,"The aromas are bright, with notes of barrel spice, vanilla, pineapple and lees. The palate is full bodied, with textured and richly flavored tropical fruit notes that lead to a warm vanilla-filled finish. The oak seems a bit heavy handed.",La Reyna Blanca Vineyard,89,38,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Alleromb 2014 La Reyna Blanca Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Alleromb,2014
US,"Aromas of sea salt, olive brine, smoked meat, herb and earth lead to medium-bodied fruit flavors that run warm on the finish. There are plenty of good things going on but they don't seem to entirely come together.",Art Den Hoed Vineyard,89,50,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Ardor 2015 Art Den Hoed Vineyard Syrah (Yakima Valley),Syrah,Ardor,2015
US,"This one-of-a-kind in the state wine was fermented on skins for 12 days, giving it a light-orange color. The aromas leap up from the glass, with notes of spice, lychee, orange peel and mineral. The palate is dry and textured, with a rich but still sleek feel. Put it on the dinner table to see it shine.",Orange Oak Ridge Vineyard,89,26,Washington,Columbia Gorge (WA),Washington Other,Sean P. Sullivan,@wawinereport,Savage Grace 2016 Orange Oak Ridge Vineyard GewÌ_rztraminer (Columbia Gorge (WA)),GewÌ_rztraminer,Savage Grace,2016
US,"This incredibly zesty and fruity bottling shows raspberry, lavender and white pepper on the nose. It's fun to sip, with snappy red fruits and hibiscus most prominent. Complexity comes from touches of rooibos tea and potpourri. It's still extremely youthful.",Unfiltered Estate,89,32,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Silvertip 2014 Unfiltered Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,Silvertip,2014
US,"This is an expressive example of this variety, especially considering the stainless steel aging. The aromas are bright, with notes of apple, pear and melon. The cantaloupe flavors are broad and fleshy, lingering on the finish. It brings a lot of appeal.",StevensSteel,89,25,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Stevens 2016 StevensSteel Chardonnay (Yakima Valley),Chardonnay,Stevens,2016
US,"Purple fruit and wood spice intermingle on the aromas, along with clove, herb and baking spice, showing a touch of volatility. The fruit flavors are big and bold, bringing a sense of structure and liveliness. It's an intriguing example of the variety from an up-and-coming vineyard.",Summit View Vineyard,89,41,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Kontos 2014 Summit View Vineyard Malbec (Walla Walla Valley (WA)),Malbec,Kontos,2014
US,"Light and lively aromas of dried red berries, concentrated roses, cola and black plums show on the nose of this very accessible and pleasurable Sangiovese. The cohesive palate integrates cherry, cola and milk-chocolate flavors into an easy-drinking frame, perfect for barbecues or family-style Italian meals.",Starlight,89,36,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Midnight 2013 Starlight Sangiovese (Paso Robles),Sangiovese,Midnight,2013
US,"It's rare to find a varietally labeled Grenache that comes in under 13% alcohol, but here you have it. Blended with 10% Syrah, it has notes of white pepper, smoked meat, savory spices and red fruit. What it lacks in terms of depth it makes up for in purity and elegance.",Bomba,87,25,Oregon,Rogue Valley,Southern Oregon,Sean P. Sullivan,@wawinereport,Quady North 2011 Bomba Grenache (Rogue Valley),Grenache,Quady North,2011
US,"Named after the blending of Steelhead Run and Ox vineyard blocks, this appealing wine is fresh and varietal with notes of ripe peach and herbs. Aged six months in stainless steel and coming in at a low 12% alcohol, the fruit concentration is lighter in style but still offers enjoyment.",Steel-Ox,87,25,Oregon,Rogue Valley,Southern Oregon,Sean P. Sullivan,@wawinereport,Quady North 2011 Steel-Ox Viognier (Rogue Valley),Viognier,Quady North,2011
US,"GrÌ_ner Veltliner, though still rare, shows good promise in Oregon. This is a big, sappy, ripe version that's borderline syrupy, with big flavors of peaches and apricots. But the supporting acids, and a lick of mineral, keep it from crashing.",Estate,87,20,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Raptor Ridge 2012 Estate GrÌ_ner Veltliner (Chehalem Mountains),GrÌ_ner Veltliner,Raptor Ridge,2012
US,"Each year, this wine is intended to be an experiment. This vintage's creativity involves the addition of soil from the Santa Rita Hills to vineyards in the Russian River Valley. Yeasty on the nose, the result is rich and decadent, a wine that's juicy and velvety in black and red fruit and pillowy tannins. A warmth of spice lingers on the finish.",Pinpoint Extreme,92,75,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Walt 2013 Pinpoint Extreme Pinot Noir (Russian River Valley),Pinot Noir,Walt,2013
US,"From a two-acre block within the amazing Maple Vineyard planted in 1910, this wine also contains 10% Petite Sirah and 10% mixed blacks. Baked berry pie comes to mind first, conjuring up all things good and right in the world, topped in bourbon whipped cream and nutmeg. Good acidity buoys the proceedings. Drink now through 2021.",Tina's Block Maple Vineyard,92,48,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Armida 2013 Tina's Block Maple Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Armida,2013
US,"Yields tend to be low in this dry-farmed vineyard, which especially struggles during a drought, but the quality is fantastic. Aromas of browned toast, popcorn, Meyer-lemon pith, honey pollen and a mineral herbal chamomile character show on the nose. A vibrant chalkiness reveals itself on the sip, with lemon blossom and grapefruit pith keeping the palate tight, grippy and texturally zippy.",Tinaquaic Vineyard,92,37,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Foxen 2014 Tinaquaic Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Foxen,2014
US,"Boosted by 5% Petit Verdot, this bottling shows lush aromas of fudge, black plum, black currant, soy and black pepper. The palate is dense and thick with more black fruit as well as caramel, purple flowers, milk chocolate and mint-chip ice cream, proving concentrated and decadent.",Estate Grown,92,40,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Niner 2013 Estate Grown Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Niner,2013
US,"Pommard and WÌ_denswil clones are combined here, yielding a stylish, well-defined wine with spicy berry fruit. Flavors punch through into a deep and detailed finish, with streaks of cola and caramel. The balance is spot-on.",Freedom Hill Vineyard,92,50,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Purple Hands 2014 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Purple Hands,2014
US,"With a smidgen of Petit Verdot, this dark, tight and leathery wine is exalted in tobacco, graphite and tar, still youthfully awkward and shy. The flavors lean savory into meaty aspects of currant and clove, waiting to find companionship in fruit. Drink now after a decant, or cellar through 2023.",Three Twins Vineyard Fallen Feather,92,75,California,Napa Valley,Napa,Virginie Boone,@vboone,Stone The Crows 2013 Three Twins Vineyard Fallen Feather Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Stone The Crows,2013
US,"This is one of the best balanced and most elegant Zins around. Very fresh in aroma, it's slightly yeasty like freshly fermented wine, and with subtly gorgeous cherry and blackberry flavors layered with light cedar and cocoa spiciness. Not only is the finish lingering, but the wine still tasted great two days after pulling the cork.",Lodi Native Marian's Vineyard,92,30,California,Mokelumne River,Central Valley,Jim Gordon,@gordone_cellars,St. Amant 2013 Lodi Native Marian's Vineyard Zinfandel (Mokelumne River),Zinfandel,St. Amant,2013
US,"This cuvÌ©e is made with the oldest Pommard clones in the estate vineyard. It's a sharp-edged, reserve-level wine with a defining streak of peppery herb. The black fruits and barrel flavors of licorice, espresso and dark chocolate promise further depth as it ages. Drink 2020‰ÛÒ2030.",Nancy's,92,70,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Stoller 2013 Nancy's Pinot Noir (Dundee Hills),Pinot Noir,Stoller,2013
US,"Syrupy thick at first, decadent enough for a king, this rich red is defined by vanilla French toast and blackberry jam aromas and flavors. It finds balance midway through on the palate, veering into crisper red tones of cranberry and rhubarb. Time will help mellow things out. Cellar through 2020.",Le Roi Soleil,90,80,California,Mount Veeder,Napa,Virginie Boone,@vboone,Y Rousseau 2012 Le Roi Soleil Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Y Rousseau,2012
US,"Ripe black cherry and vanilla swirl around notes of cedar and dusty tannins, combining seamlessly on the palate. From an appellation not known for the variety, it does justice to mountain fruit and power, finishing with substance.",Rockpile Vineyard,90,65,California,Rockpile,Sonoma,Virginie Boone,@vboone,Paradise Ridge 2012 Rockpile Vineyard Cabernet Sauvignon (Rockpile),Cabernet Sauvignon,Paradise Ridge,2012
US,"All varietal, this wine offers unique aromas of toast, fig, dried herb and exotic spice. The purple fruit flavors are deft in style with a pleasing sense of balance, length and texture.",McClellan Estate Vineyard,90,30,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2013 McClellan Estate Vineyard Malbec (Walla Walla Valley (WA)),Malbec,Seven Hills,2013
US,"Dark berry, herb and fig aromas lead to dense, full and palate-coating dark fruit flavors. It checks all the boxes for varietal correctness, concentration and value.",Eco Made with Organic Grapes,90,13,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Snoqualmie 2013 Eco Made with Organic Grapes Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Snoqualmie,2013
